Title,Description
"Senior FullStack Developer (Python + JavaScript), Financial Software Tools","<b>Client</b><br>Our client US-based world-leading financial analytics, data services, and trading platform company. The client is renowned for their cutting-edge fintech solutions. You will work inside of the client's Agile ecosystem with one of the multinational Scrum teams.<br><br><b>Position Overview</b><br><br><br><b>Technology Stack</b><br>Python, React, PostgreSQL<br><br><b>Requirements</b><br>- 4+ years of full-stack experience primarily with Python and JavaScript (React) or (Angular)<br>- Experience with PostgreSQL<br>- Experience working with Restful API development<br>- Experience in building architecture for an application, microservices architecture<br>- Knowledge of related technologies: HTML5, CSS<br>- Understanding SDLC development methodologies<br>- Knowledge of code testing methods (including BDD, and TDD)<br>- Experience in collecting and documenting technical requirements, creating products based on these requirements<br>- Strong team player in a flat-structured, highly collaborative, Agile environment<br>- Algorithm tasks solving experience<br>- Working proficiency and communication skills in verbal and written English<br><br><b>Nice to have</b><br>- Experience using modern technologies for building and testing pipelines<br>- Knowledge of testing tools and frameworks"
Full Stack React (20%) + Python (80%),"Key Responsibilities:<br><br>Backend Development: Design, develop, and maintain high-performance backend systems and APIs using the latest technologies and best practices.<br>Infrastructure as Code (IaC): Implement Infrastructure as Code principles to automate the provisioning and management of infrastructure resources, ensuring scalability and reliability.<br>Cloud Services: Utilize cloud platforms (e.g., AWS, GCP) to build and deploy infrastructure components, including serverless functions, containers, and databases.<br>Performance Optimization: Continuously monitor and optimize backend systems for performance, scalability, and efficiency, identifying and resolving bottlenecks.<br>Security: Implement security best practices to safeguard data and systems, including encryption, access controls, and vulnerability assessments.<br>Database Management: Design and manage databases to store and retrieve data efficiently, considering data modeling, indexing, and query optimization.<br>Qualifications:<br><br>Bachelor's degree in Computer Science, Software Engineering, or a related field (Master's preferred).<br>3+ years of strong technical background with expertise in relevant programming languages and technologies: React (20%) work and Python 80%<br>Proven experience in backend development, infrastructure design, and management.<br>Strong knowledge of cloud computing platforms and infrastructure automation tools.<br>Experience with containerization and orchestration technologies (e.g., Docker, Kubernetes).<br>Solid understanding of database systems (SQL and NoSQL) and data modeling.<br>Strong problem-solving skills and the ability to work in a collaborative, cross-functional team environment.<br>Excellent communication skills to convey complex technical concepts to non-technical stakeholders."
Python developer,"We are looking for current skills:<br>• +4 years of commercial experience with Python<br>• Experience with Django and Flask<br>• Experience with MySQL or PostgreSQL<br><br>That's what you should do:<br>- Work directly with the core development team<br>- Implement new and maintain existing web features and solutions<br>- Review existing code and recommend refactoring where applicable<br>- Research and solve problems using internet search, vendor support, and other external resources<br>- Perform all the necessary tasks efficiently meeting deadlines<br>- Fill in the tracking systems of the client and the company<br><br>Is good to have:<br>- Understanding of OOP concepts<br>- Understanding of coding algorithms such as recursion, data transformation, and manipulation<br>- Good English speaking<br>- Experience in SSR<br><br>That's what we offer to you:<br>- Fast growth of seniority level with a unique plan<br>- Ability to work remotely, flexible working hours<br>- Education (courses, training materials, etc.)<br>- 12 days of paid vacation and 12 days of sick leave<br>- State holidays, according to the legislation of Ukraine<br><br>So please don't waste your time, write to us and let's create some cool things together! :)"
Senior Full-Stack Developer Developer (Python + VueJs),"<b>We're on the hunt for a Senior Full-Stack Developer with expertise in Python and Vue.js/ReactJS to join our team! </b><br><br>Our client project aims to modernize the way medical records are handled and transferred. They are addressing the issue of outdated and inefficient practices in patient data management, which often involve fax machines and can lead to lost or delayed information, unnecessary reordering of tests, and even malpractice claims.<br>The solution is to digitize the transfer and release of patient data, providing a more reliable and secure method of handling this critical information. This digital approach is intended to improve patient outcomes by ensuring that all relevant health data is readily available when and where it’s needed.<br><br><b>Requirements:</b><br><br>Hard skills:<br>• 4+ years of working experience using Python (Django);<br>• 2+ years React or Vue.js;<br>• Hands-on experience with Docker;<br>• Experience with REST;<br>• SQL and NoSQL databases;<br>• An Upper-Intermediate level of English.<br><br>Nice to have:<br>• Experience with GraphQL;<br>• To be familiar with Celery/Workers.<br><br><b>Responsibilities:</b><br><br>• Work with Research & Development tasks (analysis, task planning, estimation, programming);<br>• Working hours start at the second half of the day (2pm UA time) so, if you are not a morning person it would be a plus;<br>• Participate in pair programming sessions;<br>• Enforce best practices and maintain high test coverage;<br>• Be an advicer in technical and operational improvements for project to evolve;<br>• Be an a active part of close collaboration with other team members;<br>• Work with great people and share awesome ideas about cool sotware development.<br><br><b>We offer:</b><br><br>• Flexible working hours (full-time, 40 working hours per week);<br>• No time trackers or micromanagement;<br>• Low level of bureaucracy;<br>• We provide Macbook workstations, so you will receive comfortable equipment to work with or you can choose to work from your own device;<br>• 20 days of paid annual vacation;<br>• 15 days of paid sick leave;<br>• Possibility to use vacation during probation;<br>• Days off on all Ukrainian government holidays;<br>• Teambuildings, corporate events and welcoming and openminded team."
Middle+ Python Developer,"WeSoftYou creates web and mobile solutions and custom B2B and B2C applications for various industries and business areas, including Healthcare, e-Learning, Retail, Web3, Fintech, and Adtech.<br><br>We are looking for a Middle Software Engineer to join our tech team!<br><br>👉 Required skills:<br><br>— 4+ years of commercial experience with Python;<br>— 3+ years of commercial experience with Django and Django REST Framework;<br>— Experience with Celery or any other async task queue;<br>— Proficient experience with SQL Databases (PostgreSQL, etc.);<br>— Experience with Docker and docker-compose;<br>— Upper-Intermediate+ level of English.<br><br>👉 As a plus:<br><br>— Experience with AWS or any other cloud solutions + LangChain;<br>— Knowledge of the Microservices Architecture.<br><br>👉 Responsibilities:<br><br>— Develop new features in the project;<br>— Write reusable, testable code;<br>— Reviewing the code of teammates;<br>— Reviewing your implemented code in the dev environment;<br>— Participate in the grooming process;<br>— Participate in the estimation process.<br><br>👉 What we offer:<br><br>🎁 Benefits program:<br><br>— 18 working days of fully paid vacation, 5 days compensated sick leaves;<br>— Coverage of taxes and free tax reporting support by our Financial department;<br>— Help with individual entrepreneurs’ questions and accounting support<br>financial aid and additional days off for various occasions (e.g. marriage, childbirth, etc);<br>— Internal educational events (WeThursdayYou);<br>— Regular company updates from the CEO (Friday letter).<br><br>😌 Comfortable Working conditions:<br><br>— Flexible working hours;<br>—Provision of required equipment;<br>—Hybrid working model (remote or from a cozy office in the Kyiv center);<br><br>👥 Community:<br><br>To build community among our employees we keep going with:<br><br>— Various corporate events (psychological training, based on employees’ needs to care about mental health, New Year celebration, summer party, team buildings, etc.);<br>— Celebration of important personal and project milestones (project successes, B-days, anniversaries);<br>— Open door culture (regular one-two-one meetings with HR/PM/Manager)<br>morning online sports activities for all team members to care about physical health;<br>— Support of team members during russian aggression (evacuation, safe accommodation in Western Ukraine, financial support for those who joined Armed Forces, donations, etc.)."
Senior Full-Stack Engineer (Vue or React + Python),"We are seeking a <b>Senior Full stack (React or Vue+Python) Engineer</b> who is passionate about revolutionizing the medical records industry.<br><br><b>What is a project idea?</b><br>Our client project aims to modernize the way medical records are handled and transferred. They are addressing the issue of outdated and inefficient practices in patient data management, which often involve fax machines and can lead to lost or delayed information, unnecessary reordering of tests, and even malpractice claims.<br><br>The solution is to digitize the transfer and release of patient data, providing a more reliable and secure method of handling this critical information. This digital approach is intended to improve patient outcomes by ensuring that all relevant health data is readily available when and where it’s needed.<br><br><b>Is there a legacy?</b><br>No<br><br><b>What is the team size and structure?</b><br><br>It’s a new project for our company, and already, we have 1 DevOps and 1 Senior Full-Stack Developer, plus a part-time Project Manager. We are planning to hire one more strong engineer. <br>From the client’s side, there will be at least 10 very strong software engineers from the heart of software development and innovation – San Francisco!<br><br>Communication and collaboration are key, while you will be able to communicate directly with the US team it is important to be ready to work during the US hours (Approximately 21:00-22:00 CET).<br> <br><b>How many stages of the interview are there?</b><br>– Interview with the Recruiter – up to 30 min.;<br>– Technical interview on our side – up to 1-1:30 h;<br>– Interview with the client.<br><br><b>Requirements</b><br>• 4+ years of working experience using Python;<br>• 4+ years React or Vue.js;<br>• Hands-on experience with Docker;<br>• Django or Flask;<br>• GraphQL or REST;<br>• SQL and NoSQL databases;<br>• An Upper-intermediate level of English.<br><br><b>Nice to have</b><br>• To be familiar with Celery/Workers.<br><br><b>Responsibilities</b><br>• Be ready to work with Research & Development tasks;<br>• Be ready to work during American working hours;<br>• Be ready to work using pair programming technique;<br>• Be ready to enforce best practices and improve test coverage;<br>• Have fun and make an impact while developing awesome and cool software;<br>• Take part in requirements analysis, task planning, estimation, coding;<br>• Suggest technical and functional improvements for the project;<br>• Maintain close collaboration with other team members (aka find some great new friends).<br><br><b>We offer</b><br>• No screenshots, bureaucracy; time logging for accounting only. We trust you!<br>• Quality workstations. Mostly we choose a Macbook so you will receive comfortable equipment for work or you can work on your own device;<br>• Dynamic environment with a low level of bureaucracy;<br>• Teambuildings, swag, corporate events and the team you will actually want to hang out with;<br>• Education program 100 — we provide $100 per year for education;<br>• Mentorship program (get a mentor or become one);<br>English Lessons with 6-month review process (speaking and writing classes);<br>• Refunding certification expenses;<br>• Corporate Udemy account, where any employee can request any course free of charge;<br>• 20 days of paid annual vacation;<br>• 15 days of paid sick leaves;<br>• Possibility to use vacation during probation;<br>• Days off on all Ukrainian government holidays;<br>• Social package, including medical compensation or sports compensation or psychological training sessions;<br>• Overtime is not welcome. Ralabs always emphasizes that we are working to provide work-life balance for employees;<br>• We work in a completely white field, and the salary is paid to the card in euros or dollars every first week of the month."
Senior Python Backend Engineer (non-web development),"Drive-thru restaurants have employees multi-task by taking orders, packing food, taking payments, and more. This translates to long wait times and extremely high stress for employees. Currently, the restaurants are experiencing a major hiring crisis due to this extreme stress and increasing minimum wage.<br>Most quick-service restaurants had begun to search for a more elegant solution that improves customer experience, increases speed, accuracy, average ticket size, and reduces employee stress.<br>Our AI greets the customer, takes the order, and inserts it into the point of sale freeing up the employees to focus on other tasks.<br>Understanding an order in the drive-thru using voice is not an easy task and requires deep technology to get to the required high completion rate of orders. The challenges include a very noisy environment, unique speech patterns due to the customer's indecisiveness, different accents, gender, ages, speech from other people in the car, complex multi-turn unstructured conversation, low latency, and more. In order to solve big challenges, we are developing our own speech and natural language understanding tech from the ground up.<br><br>We are a group of experts in Speech, NLU, and Backend SW. We strongly believe in impact-driven employment where you can work from wherever you're most comfortable and effective. Because of the myriad of challenges and the fast pace, each team member gets to experience a lot of professional growth and ownership.<br><br>About the Role & Responsibilities:<br>- Our backend is developed all in Python running in the cloud over k8s.<br>- It's not a typical backend interacting with a UI frontend. It handles audio streams in real-time and runs our key AI algorithms.<br>- The role involves designing and implementing complex parts of the backend. This involves distributed architecture as well as concurrency while taking into consideration performance and scale.<br><br>Requirements<br>- 5+ years experience in Python<br>- Experience in SW design and backend dev<br>- Developed and deployed multiple projects used in production<br>- Experience with Docker, Kubernetes, Microservices, CI/CD, Clouds (AWS/GCP/Azure)<br>- experience with async IO, threading, or concurrent programming<br>- deep control of Python 3 and its standard library.<br><br><br>Preferred Qualifications:<br>- Experience with real-time audio processing<br><br>Interview process:<br>- Short intro (20 min)<br>- Live Coding Exercise ( 3 hours)<br>- Technical Interview (1.5 hours)"
Tech Lead (Python),"До команди MEGOGO шукаємо Tech Lead'a для розробки нового продукту. <br><br><b>Необхідні знання та навички:</b><br>- 7+ років досвіду комерційної розробки, з них останні 3+ на Python<br>- досвід проектування та реалізації проектів з навантаженням 10000/rps<br>- досвід розробки в Docker/Kubernetes оточенні<br>- навички побудови CI/CD Pipeline’ів<br>- розуміння й підтримка культури production-рішень: налаштування Logging, Monitoring, Alerting, а також визначення і забезпечення SLA<br>- впевнені знання теорії реляційних баз даних та досвід роботи з великими обсягами даних в MySQL/PostgreSQL<br>- досвід роботи з MongoDB або аналогічними документ-орієнтованими базами даних<br>- досвід роботи в проектах з Agile моделлю управління<br><br><b>Буде плюсом:</b><br>- досвід в e-commerce проектах<br>- досвід роботи в проектах з saleor.io<br><br><b>Основні обов'язки:</b><br>- аналіз вимог<br>- формування пропозицій по архітектурі проекта<br>- вибір і аргументація прийняття технічних рішень<br>- реалізація прийнятих технічних рішень<br>- менторство учасників команди<br>- відповідальність за якість виконання реалізацій вимог командою<br><br><b>Що ми пропонуємо:</b><br>- роботу в стабільній компанії — адже ми понад 10 років на ринку;<br>- дійсно цікаві завдання: бери участь у створенні медіасервісу майбутнього;<br>- відносини, побудовані на довірі;<br>- багато можливостей для розвитку;<br>- безкоштовні уроки англійської мови;<br>- заняття з плавання, а також уроки настольного тенісу;<br>- корпоративного психолога;<br>- для співробітників компанії знижки від брендів партнерів.<br><br>Відчуваєш, що твої навички відповідають вимогам? Хочеш стати частиною нашої команди? Швидше надсилай своє резюме!<br><br>Відповідаючи на вакансію і надіславши своє резюме в Компанію (ТОВ «МЕГОГО»), зареєстровану й діючу відповідно до законодавства України, реєстраційний номер 38347009, адреса: Україна, 01011, місто Київ, вул.Рибальська, будинок 22 (далі «Компанія»), ви підтверджуєте та погоджуєтеся з тим, що Компанія обробляє ваші особисті дані, представлені у вашому резюме, відповідно до Закону України «Про захист персональних даних» та правил GDPR."
Python Voice Application Developer Senior,"Work will include developing voice applications using existing services to interface with proprietary systems. You will be working in a team of two to adapt and add to Neon AI's existing open-source voice assistant, to fulfill another company's project. That project is confidential, and a non-disclosure agreement will be required. You can learn more about the existing project you'll be adapting and building on through these links: <br><br>Description on the Neon AI Website: https://neon.ai/<br>Documentation: https://neongeckocom.github.io/neon-docs/neon_core/  <br>GitHub Repositories: https://github.com/NeonGeckoCom  <br><br>A specification document has been produced for the project, and the Neon AI development team will be available to provide coaching and answer questions on the use of their open-source software. This is phase 1 of a potentially much larger project, and we expect it to take 160-220 hours of work from the team, or about 5 weeks total. We are looking for candidates with the base skills and experience listed, who are excited about learning to use Neon AI's voice application and services. Phase 1 of this project should provide only a modest challenge for anyone with those competencies, making it a perfect place to start. We anticipate candidates will need 20-40 hours to familiarize themselves with the existing voice application and services before getting going on the project and will pay for that time. Ideal candidates for this team will be interested in staying with the project past phase 1, using the skills and knowledge base they've acquired to implement more ambitious future project goals. <br><br>This is a project with defined goals and a high priority on meeting deadlines, in a supportive working environment. It is a great opportunity to add to your skills and experience working with voice applications, and one which will likely lead to a longer-term position. <br><br>Voice Application Developer Recruitment Criteria<br><br>General Qualifications:<br><br>Strong technical skills<br><br>Strong project management skills<br><br>Strong self-management skills<br><br>Problem solving skills<br><br>Available for long term project<br><br>Experience working with:<br><br>GitHub<br><br>Linux dev environment (local)<br><br>Python<br><br>Docker & Kubernetes container platforms<br><br>Cloud services / connections<br><br>Preference for background in:<br><br>Speech recognition technology<br><br>Voice processing<br><br>Open Source<br><br>Linguistics / formal languages / language parsing / RegEx"
Python ai/ml Developer,This is a remote position.<br><br>Mindecs is a trusted software engineering partner. We are looking for a Python Developer with good communication skills in English to join one of our teams. You will become part of a team of professionals who make a big contribution to solving problems for business clients.<br><br>Requirements:<br>- 3+ years of experience in Python <br>- Experience with/desire to work in ai/ml (artificial intelligence/ machine learning)<br><br>Benefits:<br>- Competitive compensation depending on the level of expertise<br>- Individual career path in engineering<br>- Opportunity to work remotely<br>- Flexible working hours
Senior Python Developer,"We are looking for a Senior Python Developer in a Medical Research Environment.<br><br>The team consists of highly motivated scientists and ML engineers who work on cutting-edge laser spectroscopy, utilizing proprietary hardware to analyze blood.<br><br>Tech Stack: Python, Prefect, GCP (Storage, BigQuery, Cloud Functions, Docker).<br><br>What will make you successful:<br>-   Ability to write clean, solid code along with unit testing. A flair for designing clean and reusable (pip) libraries;<br>-   Experience with Prefect (or other similar tools like Airflow);<br>-   Knowledge of GCP will be a plus;<br>-   Spoken and written English.<br><br>About the Project:<br>Biologists, researchers, and ML engineers have written a significant amount of code to process data generated by medical equipment and experiments. It's more than just simple ETL; it can also involve sophisticated calculations, such as filtering out laser beam frequencies from data. <br><br>What we expect from you:<br>Over the first 2-3 months, you will be expected to refactor/write this code and introduce a local pip package management system.<br>After that, we will start new data pipelines and projects."
Python Developer for Visual Intelligence Company,"Full time, remote<br>Preferred Locations: Central and Eastern European countries, especially Poland.<br>General requirements: Backend development expertise in Python as outlined in the job description. Extensive knowledge of AWS and CI/CD is imperative.<br>Team Dynamics: Currently at 5 members, with plans for expansion.<br>Reporting Structure: Directly to the CTO.<br><br><b>Interview process: </b><br>  1. Interview, might involve a brief technical challenge).<br>  2. Interview with two team members, potentially with a short technical task).<br><br><b>The company</b> is a forward-thinking SaaS company, supported by prominent venture capital, focusing on the supply chain industry's requirement for enhanced inventory visibility via its advanced computer vision technology. Our system is adept at providing near-real-time tracking and analytics, setting a new standard in inventory management, and reducing supply chain discrepancies. Our tailored SaaS Business Intelligence solution integrates effortlessly with existing camera infrastructure in logistics facilities. Drawing data from diverse sources, our system yields deep insights, establishing itself as the ultimate source of clarity for inventory and supply chain data. We're on a mission to redefine the landscape of supply chain management!<br><br><b>Position Details:</b><br><br>Joining our A-team as a Senior Python Backend Developer means:<br>End-to-end ownership (from design to deployment) of new and existing components, prototypes, services, and features.<br>Take part in building the R&D department’s processes and workflow<br>Share your expertise among the team and become a mentor for new teammates.<br><br><br><b>Essential Requirements</b><br><br>Engineering degree in Computer Sciences/Software<br>5+ years of experience in Python.<br>At least 3 years of experience with AWS, cloud deployments, DevOps, and web security<br>Experience with  RESTful APIs and server-side API integration<br>Knowledge of MongoDB, SQL, and Data Modeling<br>Experience with video processing - advantage<br><br><b>Soft Skills Requirements: </b><br>Excellent communication skills, both oral and written.<br>Experience with startups or product companies.<br>Capacity to thrive in a compact core team where each member holds significant responsibility.<br>Have a strong sense of ownership"
Python Fullstack Developer,"Pecode — це ІТ-компанія з 6-річним досвідом та нетиповим підходом до організації роботи.<br><br>Ми будуємо спільноту, яка не просто сповідує клієнтоорієнтованість, а має задавати певні стандарти в усьому: від спілкування з клієнтом і в команді - до надання високоякісних послуг.<br><br><br><b>Чим ми пишаємось? Якщо коротко:</b><br>- Нашими неймовірними 130-ма пекодівцями<br>- Top Rated Plus агенція на Upwork<br>- Top Software Testing in Ukraine, Eastern Europe and Globally за версією Clutch<br>- Сотні реалізованих проектів, як для малих стартапів  так і для компаній зі списку Fortune 500<br><br>Маємо запит від нашого клієнта для розширення існуючої команди.<br><br><b>Відповідальність:</b><br>- Розробляти додаток, сервер, сервіси та базу даних, які становлять фундаментальну структуру платформи Proto AICX.<br>- Активно покращувати архітектуру та усувати технічний борг.<br>- Підтримувати здорову кодову базу (збереження, масштабування, захищеність, вільні від помилок).<br>- Допомагати будувати базу знань команди, співпрацюючи з іншими розробниками, писати. документацію та брати участь у таких заходах, як рецензії коду та парне програмування.<br>- Співпрацювати з нашими внутрішніми командами продукту, забезпечення якості та підтримки клієнтів.<br>- Забезпечувати найвищі стандарти якості коду.<br><br><b>Вимоги:</b><br>- 3+ роки практичного досвіду у розробці на Python та JavaScript.<br>- Експертиза в Python 3 та розробці веб-додатків, включаючи фреймворки (Flask або FastAPI), середовище з багатьма потоками та асинхронне програмування.<br>- Практичний досвід з Vue/React<br>- Досвід роботи з реляційними базами даних та здатність писати складні SQL-запити.<br>- Досвід роботи з процесом постійної інтеграції та автоматизації тестування (ми використовуємо Gitlab Pipelines з Docker Compose та Pytest).<br>- Рівень володіння англійською&українською Upper-Intermediate та вище.<br>- Здатність приймати та обмінюватися відгуками з урахуванням підходу до росту.<br><br><b>Пропонуємо за замовчуванням:</b><br>- Середовище однодумців із горизонтальною структурою команд, можливістю створювати власні процеси.<br>- Для твого якісного відпочинку та відновлення після хардових викликів або ж просто при потребі пропонуємо оплачувані вихідні та лікарняні.<br>- Захоплюємось коли у колег є бажання дізнаватись щось нове, тому підтримуємо не лише морально, але і фінансово(компенсуємо до 75% вартості).<br>- Бажаєш вдосконалити свій english pronunciation та обговорити гарячі топіки ? Це не є проблема! Ми допоможемо це втілити в життя разом з  Браяном, справжній американець з душею українця. Він готовий занурити тебе в неповторну атмосферу мовного мистецтва та допомогти тобі впевнено засвоїти мовні навички.<br>- Розуміємо важливість зручності та безперебійності роботи, тому облаштували наш офіс усім необхідним аби працювати було комфортно.<br>- Надамо усю необхідну техніку (можеш навіть заліпити її улюбленими стікерами).<br><br>Давай знайомитись?<br>Website👉🏼 Behance👉🏼 Instagram"
Senior Python Engineer,"Це компанія закритого типу, що спеціалізується на розробці передових фінтех продуктів для іноземних інвестиційних компаній. Мають 5-річний досвід створенню систем, які сприяють більш точним прогнозам та ефективним рішенням на фінансових ринках.<br><br>Зараз створюватиметься продукт з нуля з використанням Data Science рішення для трейдингу в криптобіржах.<br>Фахівець буде працювати напряму з С-левелом. Зможе впливати на вибір технологій і впливатиме на ключові рішення розвитку продукту. Буде збиратися команда із Python та Data Science спеціалістів.<br>Передбачається відвідування офісу в Києві в ТРЦ Gulliver.<br><br>Пропонують: техніку яку необхідну спеціалісту, гнучкий графік роботи.<br><br>Необхідний досвід розробки на Python, API фреймворки та асинхронність.<br>Буде плюсом: досвід з ML, досвід з криптовалютами."
Middle Python Engineer,"Це компанія закритого типу, що спеціалізується на розробці передових фінтех продуктів для іноземних інвестиційних компаній. Мають 5-річний досвід створенню систем, які сприяють більш точним прогнозам та ефективним рішенням на фінансових ринках.<br><br>Зараз створюватиметься продукт з нуля з використанням Data Science рішення для трейдингу в криптобіржах.<br>Фахівець буде працювати напряму з С-левелом. Зможе впливати на вибір технологій і впливатиме на ключові рішення розвитку продукту. Буде збиратися команда із Python та Data Science спеціалістів.<br>Передбачається відвідування офісу в Києві в ТРЦ Gulliver.<br><br>Пропонують: техніку яку необхідну спеціалісту, гнучкий графік роботи.<br><br>Необхідний досвід розробки на Python, API фреймворки та асинхронність.<br>Буде плюсом: досвід з ML, досвід з криптовалютами."
Senior Full-Stack Developer,"<b>8allocate</b> is an IT outsourcing company with headquarters in Estonia and R&D offices in Ukraine and Poland. We provide custom software development services for clients from the UK and the USA, specializing in FinTech and EdTech.<br><br>Currently, we are looking for a <b>Senior Full-Stack Developer (Python+React)</b>.<br><br><b>Client/Project:</b> The Client is a US-based company, that develops a construction intelligence platform for real estate owners and developers, allowing to monitor construction projects around the world. They want to extend their US-based engineering team with several developers to work on the implementation of new functionality for their platform.<br><br><b>Stage:</b> New development within the existing platform, new roles (not replacement).<br><b>Tech stack:</b> JS (React), Python (Django).<br><b>Timezone requirements:</b> US time zone, 11-12 am to 8-9 pm Ukraine time (at least 5 hours overlap with EST time zone).<br><b>Client team:</b> The team is about 60 people overall, 15-20 people in the engineering team. All are based in the US.<br><br><b>English:</b> Upper-Intermediate+<br><br><b>Requirements:</b><br>— 7+ years of experience developing web applications as a full-stack developer;<br>— 3+ years with Python (Django) experience;<br>— 3+ years with JavaScript (React/Redux) experience;<br>— Proficiency with Agile development methodology;<br>— Strong knowledge of web application fundamentals (frontend, backend, databases);<br>— Strong understanding of common standards, conventions, and best practices associated with professional software development and the software development lifecycle;<br>— Breadth and depth of knowledge in multiple related technical areas (security, UX/UI, distributed systems, cloud computing, etc.);<br>— Bachelor's or Master's degree in Computer Science, Data Science, or a related field.<br><br><b>Responsibilities:</b><br>— Build back-end and front-end functionality for current and new projects;<br>— Join a highly iterative team that has to adapt quickly in a fast-paced environment;<br>— Perform back-end development and API integration;<br>— Professionally collaborate with team members and stakeholders on projects;<br>— Strong personal ownership and ability to set and meet high professional standards;<br>— Advanced soft skills: the candidate is responsible, well organised, can easily communicate with the team (both internal and external), work in a tight schedule during releases to production.<br><br><b>Why choose us?</b><br>— “Family and Friends”. We are no longer a start-up, but we still, have a family atmosphere in our supportive and spirited team, who are all working together on the same goal.<br>— “Just break down all barriers and find a better way”. Every day you’ll meet with interesting and challenging (international) projects that cover industries from commercial aviation to fintech (different technologies, different products).<br>— “Hungry for learning”. You will get a lot of chances for career advancement and the development of new skills, opportunities for mentorship, or learning from more experienced colleagues.<br><br><b>Benefits from 8allocate:</b><br>— You’ll work with a supportive and spirited team of professionals.<br>— Corporate events, holidays, and team buildings for your joy.<br>— Training and development: we have a huge library (about 500 books!) and a budget for your professional development.<br>— Coverage of psychologist sessions.<br>— Сoverage of sports activities.<br>— People-oriented management without bureaucracy.<br>— Paid vacation and sick leaves."
Middle Python Developer,"<b>What are we doing?</b><br>Develux is an IT consulting and software development company with products for the US market and outsourcing services worldwide. The company has been on the market since 2014 and has achieved perfect results in our four business units. We have 350+ goal-oriented, passionate specialists who are open to new challenges.<br><br>Now we are looking for a <b>Middle Python Developer</b> for our partner -  a trusted technology leader in explainable Artificial Intelligence<br><br><b>Responsibilities:</b><br>- Develop, document, and test backend software<br>- Contribute to architecture decisions and perform code reviews<br>- Create, review and optimize database operations in the applications<br>- Collaborate with other engineers, product manager, and UI/UX designer across the organization.<br>- Act as a technical advisor and think creatively of solutions to problems arising in practice<br><br><b>Preferred qualifications:</b><br>- Proven 3+ years experience as Python Backend Engineer.<br>- Experience in working with backend frameworks, such as Django, Flask or FastAPI<br>- Experience in developing REST/GraphQL API’s<br>- Solid knowledge of relational databases (PostgreSQL) and NoSQL databases<br>- Experience in running code in the cloud (AWS/Azure) and containerizing applications using Docker<br>- Good knowledge of clean coding, test driven development and CI/CD principles<br>- Good communication skills in English, both spoken and written<br>Bonus (any of):<br>- Experience in software engineering of larger projects, preferably B2B or SaaS products.<br>- Experience working in the domain of AI and machine/deep learning<br><br><b>Questions and Answers:</b><br>- Does the job come with a probation period, and if so, how long does it last?<br>Yes, there is a 3-month probation period.<br><br>- What is the expected work schedule?<br>Full-time, flexible, please start no later than 11:00 (on average 8 hours per day). The office in Kyiv is open from 9:00 to 20:00. You can work remotely and also you can choose hybrid mode where you can combine working on-site and remotely.<br><br>- How many vacation and sick days are provided?<br>Annual paid vacation – 21 working days; Paid confirmed sick leave; 6 unconfirmed sick days/days off a year.<br><br>What social package and benefits are offered?<br>- English courses (up to 80 USD/month after successfully completing the probation period).<br>- Compensation for the cost of a subscription sports center (up to 80 USD/month after successfully completing the probation period).<br>- Medical insurance (50% after successful completion of the probation period) or $200 a year for health care.<br>- Corporate events.<br><br><b>Hiring process:</b><br>- Screening call with our recruiter and Hiring Manager<br>- Technical interview<br>- Screening call with ​partner (15 min)<br>- Screening call with client (30 min)<br>- Technical interview with client (about 3 hours)<br><br>We believe that people with different perspectives and lived experiences drive the company to create unique solutions."
Python developer,"Освітній  портал шукає Python developer<br>📌 Remote<br>📌Part time <br><br>📌Required skills:<br>— 3+ years of commercial Python experience;<br>— 3+ years of commercial experience working with Django and the Django REST Framework;<br>— Experience with Celery or any other asynchronous task queue;<br>— Experience with SQL databases (PostgreSQL, etc.);<br>— Experience with Docker and docker-compose;<br><br><br>As a plus:<br>— Experience with AWS or any other cloud solutions + LangChain;<br>— Knowledge of microservices architecture.<br><br>📌Англійська на рівні читання документації<br><br>не розглядаються кандидати з рф та рб"
Python/C++ Developer,"QIT Software is looking for Python/C++ Developer to the company from Israel. It is an alarm system based on cameras around ships.<br><br>- Schedule: Full-time, remote<br>- Client: USA<br>- Project: Alarm system based on cameras around ships<br>- Stack: Python, Async.io, C++, DeepStream, gStreamer, etc.<br>- Team: Front-end devs, Back-end devs, QA, DevOps, Business Analyst, Scrum Master / Product Owner<br>- Duration: long-term<br><br>Hiring process: 1 - Pre-screen (up to 30 mins), 2 - Technical interview with a client, 3 - Interview with a developer<br><br><br>- Solid knowledge in Python, Async.io<br>- Solid experience with deployment of machine learning to GPU<br>- Solid experience with gStreamer<br>- Solid experience with DeepStream<br>- Good knowledge in C++<br>- Experience with ML, models, deployment, deployment optimizations"
